Title	Date	Lab	Plate	date_lab_plate	background_mean	background_SD
2023-08-31 plate_5	2023-08-31	Demengeot	plate_5	2023-08-31_Demengeot_plate_5	1.51925	0.08019217988236582
2023-08-31 plate_6	2023-08-31	Demengeot	plate_6	2023-08-31_Demengeot_plate_6	2.095625	0.08183596397672607
2023-08-31 plate_7	2023-08-31	Demengeot	plate_7	2023-08-31_Demengeot_plate_7	1.8845	0.08547179986070597
2023-08-31 plate_8	2023-08-31	Demengeot	plate_8	2023-08-31_Demengeot_plate_8	2.39225	0.11433253505205151
2023-09-03 plate_1	2023-09-03	Demengeot	plate_1	2023-09-03_Demengeot_plate_1	2.14675	0.10194361186459899
2023-09-03 plate_2	2023-09-03	Demengeot	plate_2	2023-09-03_Demengeot_plate_2	2.592875	0.18829569261441662
2023-09-03 plate_3	2023-09-03	Demengeot	plate_3	2023-09-03_Demengeot_plate_3	2.374625	0.13122819546772058
2023-09-03 plate_4	2023-09-03	Demengeot	plate_4	2023-09-03_Demengeot_plate_4	1.948	0.06432728814430161
2023-09-03 plate_5	2023-09-03	Demengeot	plate_5	2023-09-03_Demengeot_plate_5	1.6208749999999998	0.06741648272386469
2023-09-03 plate_6	2023-09-03	Demengeot	plate_6	2023-09-03_Demengeot_plate_6	2.1315	0.07233849005098977
2023-09-03 plate_7	2023-09-03	Demengeot	plate_7	2023-09-03_Demengeot_plate_7	1.738375	0.071089355240932
2023-09-07 plate_1	2023-09-07	Demengeot	plate_1	2023-09-07_Demengeot_plate_1	1.936625	0.13008671558398485
2023-09-07 plate_2	2023-09-07	Demengeot	plate_2	2023-09-07_Demengeot_plate_2	1.8935	0.06240879058960474
2023-09-07 plate_3	2023-09-07	Demengeot	plate_3	2023-09-07_Demengeot_plate_3	2.20875	0.11216155440129337
2023-09-07 plate_4	2023-09-07	Demengeot	plate_4	2023-09-07_Demengeot_plate_4	2.49375	0.08741322227541685
2023-09-09 plate_1	2023-09-09	Demengeot	plate_1	2023-09-09_Demengeot_plate_1	2.56625	0.08993608841838747
2023-09-09 plate_2	2023-09-09	Demengeot	plate_2	2023-09-09_Demengeot_plate_2	1.808	0.10969828752407343
2023-09-09 plate_3	2023-09-09	Demengeot	plate_3	2023-09-09_Demengeot_plate_3	1.899	0.07893939809390856
2023-09-09 plate_4	2023-09-09	Demengeot	plate_4	2023-09-09_Demengeot_plate_4	2.575625	0.12743843051226172
2023-09-09 plate_5	2023-09-09	Demengeot	plate_5	2023-09-09_Demengeot_plate_5	2.811	0.14867894461364925
2023-09-09 plate_6	2023-09-09	Demengeot	plate_6	2023-09-09_Demengeot_plate_6	2.49875	0.13161388333194296
2023-09-12 plate_1	2023-09-12	Demengeot	plate_1	2023-09-12_Demengeot_plate_1	1.441	0.06309856235627376
2023-09-12 plate_2	2023-09-12	Demengeot	plate_2	2023-09-12_Demengeot_plate_2	1.684	0.10525207836427743
2023-09-12 plate_3	2023-09-12	Demengeot	plate_3	2023-09-12_Demengeot_plate_3	2.292	0.09522904718924492
2023-09-12 plate_4	2023-09-12	Demengeot	plate_4	2023-09-12_Demengeot_plate_4	3.05	0.15868117180596536
2023-09-12 plate_5	2023-09-12	Demengeot	plate_5	2023-09-12_Demengeot_plate_5	2.314	0.06627432168106824
