file_name.x	Date	Lab	Plate	background_mean	background_SD	threshold	Reference1_val	Reference1_titre	Reference2_val	Reference2_titre	Control1_val	Control1_titre	Control2_val	Control2_titre	Infected1_val	Infected1_titre	Infected2_val	Infected2_titre	Infected3_val	Infected3_titre	Infected4_val	Infected4_titre	file_name.y	inv_Reference1_titre	inv_Reference2_titre	inv_Control1_titre	inv_Control2_titre	inv_Infected1_titre	inv_Infected2_titre	inv_Infected3_titre	inv_Infected4_titre	Reference_average	inv_Reference1_titre_norm	inv_Reference2_titre_norm	inv_Control1_titre_norm	inv_Control2_titre_norm	inv_Infected1_titre_norm	inv_Infected2_titre_norm	inv_Infected3_titre_norm	inv_Infected4_titre_norm
2023-08-01 plate_1.csv	2023-08-01	Demengeot	plate_1	2.230125	0.10963111849678964	2.449387236993579	2.815	4.59083083883958e-6	2.478	1.14770770970989e-6	2.496	0.00117525269474293	2.81	0.0188040431158869	2.874	2.93813173685733e-4	2.629	7.34532934214333e-5	3.07	1.83633233553583e-5	2.458	7.34532934214333e-5	2023-08-01 plate_1	217825.49501492173	871301.9800596908	850.88083990204	53.18005249387744	3403.523359608154	13614.093438432606	54456.3737537305	13614.093438432606	2.869269274274735e-6	75916714045.59319	303666856182.3741	296549664.24059904	18534354.01503742	1186198656.962394	4744794627.849573	18979178511.39832	4744794627.849573
2023-08-01 plate_2.csv	2023-08-01	Demengeot	plate_2	1.829375	0.058622125272192016	1.946619250544384	2.103	1.17171134327104e-6	1.985	2.9292783581776e-7	2.07	0.00479932966203819	2.074	4.68684537308417e-6	2.091	4.68684537308417e-6	1.98	2.9292783581776e-7	2.048	1.87473814923367e-5	2.031	7.32319589544401e-8	2023-08-01 plate_2	853452.5211715734	3413810.0846862937	208.36243192665324	213363.1302928929	213363.1302928929	3413810.0846862937	53340.78257322317	13655240.338745156	7.323195895444e-7	1165409929430.584	4661639717722.336	284523908.5523881	291352482357.6453	291352482357.6453	4661639717722.336	72838120589.41127	18646558870889.316
2023-08-01 plate_3.csv	2023-08-01	Demengeot	plate_3	1.945125	0.15879316061198245	2.262711321223965	2.437	1.26025774943898e-6	2.897	5.04103099775591e-6	2.598	0.0206480629668082	2.331	0.00516201574170205	2.35	3.22625983856378e-4	2.342	1.26025774943898e-6	2.843	0.0206480629668082	2.776	5.04103099775591e-6	2023-08-01 plate_3	793488.4752306922	198372.11880767345	48.430693068279666	193.72277227311866	3099.5643563699	793488.4752306922	48.430693068279666	198372.11880767345	3.1506443735974452e-6	251849584129.5719	62962396032.393105	15371678.718845978	61486714.87538391	983787438.006143	251849584129.5719	15371678.718845978	62962396032.393105
2023-08-01 plate_4.csv	2023-08-01	Demengeot	plate_4	2.50725	0.13990277236097112	2.7870555447219423	2.882	1.37785299667343e-7	2.875	5.51141198669372e-7	3.008	0.009029897398999	2.972	0.009029897398999	3.172	2.20456479467749e-6	2.997	2.20456479467749e-6	2.955	1.41092146859359e-4	2.791	5.51141198669372e-7	2023-08-01 plate_4	7257668.288375569	1814417.0720938921	110.7432294979181	110.7432294979181	453604.26802347257	453604.26802347257	7087.566687866777	1814417.0720938921	3.4446324916835747e-7	21069499593636.94	5267374898409.235	321495049.9517352	321495049.9517352	1316843724602.3076	1316843724602.3076	20575683196.91111	5267374898409.235
2023-08-01 plate_5.csv	2023-08-01	Demengeot	plate_5	1.774	0.07815552260899875	1.9303110452179975	1.969	4.48568784948856e-7	2.098	4.48568784948856e-7	2.197	0.00734935097260205	2.008	2.87084022367268e-5	1.936	1.14833608946907e-4	1.943	1.12142196237214e-7	1.931	2.80355490593035e-8	1.949	4.48568784948856e-7	2023-08-01 plate_5	2229312.501345844	2229312.501345844	136.066436849722	34833.00783352879	8708.251958382212	8917250.005383376	35669000.021533504	2229312.501345844	4.48568784948856e-7	4969834228656.863	4969834228656.863	303334608.68267006	77653659822.76344	19413414955.69089	19879336914627.453	79517347658509.81	4969834228656.863
2023-08-01 plate_6.csv	2023-08-01	Demengeot	plate_6	1.767875	0.09997919426417817	1.9678333885283563	2.223	1.5652753115152e-6	2.244	1.5652753115152e-6	2.381	0.00641136767596625	2.215	0.00641136767596625	2.116	1.00177619936973e-4	2.199	0.00641136767596625	2.011	0.00160284191899156	2.099	4.0071047974789e-4	2023-08-01 plate_6	638865.2479492514	638865.2479492514	155.9729609251104	155.9729609251104	9982.269499207034	155.9729609251104	623.8918437004427	2495.5673748017707	1.5652753115152e-6	408148805037.25854	408148805037.25854	99645704.35479957	99645704.35479957	6377325078.707151	99645704.35479957	398582817.41919893	1594331269.6767957
2023-08-01 plate_7.csv	2023-08-01	Demengeot	plate_7	2.065875	0.10982120209035874	2.285517404180718	2.355	1.93251574678474e-6	2.349	4.83128936696185e-7	3.273	0.0316623379953212	2.499	0.0079155844988303	2.539	4.94724031176894e-4	2.842	7.73006298713896e-6	2.483	1.93251574678474e-6	2.462	7.73006298713896e-6	2023-08-01 plate_7	517460.2078476044	2069840.8313904176	31.583264639135994	126.33305855654397	2021.3289369047027	129365.0519619011	517460.2078476044	129365.0519619011	1.2078223417404624e-6	428424106729.0976	1713696426916.3904	26148932.295477133	104595729.18190853	1673531666.9105356	107106026682.2744	428424106729.0976	107106026682.2744
2023-08-01 plate_8.csv	2023-08-01	Demengeot	plate_8	1.800375	0.05307928705517543	1.9065335741103508	1.919	5.85418025214461e-7	2.049	5.85418025214461e-7	1.93	0.00239787223127843	1.909	2.34167210085784e-6	1.928	5.85418025214461e-7	2.028	1.49867014454902e-4	2.138	3.74667536137255e-5	1.985	1.49867014454902e-4	2023-08-01 plate_8	1708181.0892885674	1708181.0892885674	417.036398752092	427045.2723221426	1708181.0892885674	6672.582380033467	26690.32952013387	6672.582380033467	5.85418025214461e-7	2917882633803.0767	2917882633803.0767	712373689.8933299	729470658450.7705	2917882633803.0767	11397979038.29327	45591916153.17308	11397979038.29327
2023-08-20 plate_1.csv	2023-08-20	Demengeot	plate_1	1.58625	0.10726968683782809	1.8007893736756562	2.142	2.20842621984086e-6	1.831	5.52106554960215e-7	2.22	0.00904571379646816	2.09	0.00904571379646816	1.853	2.20842621984086e-6	1.926	5.6535711227926e-4	1.922	2.20842621984086e-6	2.421	0.00226142844911704	2023-08-20 plate_1	452811.1426208571	1811244.5704834284	110.54959536642023	110.54959536642023	452811.1426208571	1768.7935258627238	452811.1426208571	442.19838146568094	1.3802663874005376e-6	328060689410.5699	1312242757642.2795	80092941.75062744	80092941.75062744	328060689410.5699	1281487068.010039	328060689410.5699	320371767.0025098
2023-08-20 plate_2.csv	2023-08-20	Demengeot	plate_2	2.402375	0.10812154205866126	2.6186180841173226	3.258	2.50604557505456e-6	2.626	6.26511393763641e-7	2.898	0.0102647626754235	3.285	0.041059050701694	2.891	6.41547667213968e-4	2.891	2.50604557505456e-6	2.653	6.41547667213968e-4	2.633	1.5662784844091e-7	2023-08-20 plate_2	399035.04148292623	1596140.1659317024	97.42066442454231	24.355166106135577	1558.730630792679	399035.04148292623	1558.730630792679	6384560.66372682	1.5662784844091004e-6	254766342930.04895	1019065371720.1942	62198814.19190634	15549703.547976585	995181027.0705028	254766342930.04895	995181027.0705028	4076261486880.783
2023-08-20 plate_3.csv	2023-08-20	Demengeot	plate_3	1.816875	0.05843540389670827	1.9337458077934166	1.989	2.20631371311129e-6	2.062	5.51578428277822e-7	1.949	0.00225926524222596	2.23	0.00903706096890384	1.95	8.82525485244515e-6	1.979	2.20631371311129e-6	2.134	2.20631371311129e-6	2.065	5.51578428277822e-7	2023-08-20 plate_3	453244.7013574621	1812978.8054298502	442.62177866939675	110.65544466734919	113311.17533936565	453244.7013574621	453244.7013574621	1812978.8054298502	1.378946070694556e-6	328689214893.78406	1314756859575.1377	320985561.4197111	80246390.35492778	82172303723.4461	328689214893.78406	328689214893.78406	1314756859575.1377
2023-08-20 plate_4.csv	2023-08-20	Demengeot	plate_4	1.385625	0.0527174069923778	1.4910598139847557	1.557	5.86210998409172e-7	1.562	1.46552749602293e-7	1.553	6.00280062370992e-4	1.587	5.86210998409172e-7	1.506	5.86210998409172e-7	1.507	1.50070015592748e-4	1.613	5.86210998409172e-7	1.525	5.86210998409172e-7	2023-08-20 plate_4	1705870.4164775931	6823481.6659103725	1665.8890785914002	1705870.4164775931	1705870.4164775931	6663.556314365601	1705870.4164775931	1705870.4164775931	3.663818740057325e-7	4655990204501.5	18623960818006	4546865434.083497	4655990204501.5	4655990204501.5	18187461736.33399	4655990204501.5	4655990204501.5
2023-08-20 plate_5.csv	2023-08-20	Demengeot	plate_5	2.3525	0.10686707364090874	2.5662341472818175	2.602	1.70402346761143e-6	2.684	1.70402346761143e-6	2.665	0.0017449200308341	2.669	0.0279187204933456	2.597	6.81609387044571e-6	2.83	0.0279187204933456	2.941	1.09057501927131e-4	2.57	0.00697968012333641	2023-08-20 plate_5	586846.3780030704	586846.3780030704	573.0921660186248	35.81826037616405	146711.5945007678	35.81826037616405	9169.474656298018	143.273041504656	1.70402346761143e-6	344388671375.3226	344388671375.3226	336317061.8899643	21019816.368122768	86097167843.83076	21019816.368122768	5381072990.239441	84079265.47249095
2023-08-21 plate_1.csv	2023-08-21	Demengeot	plate_1	1.861875	0.07746416222080654	2.016803324441613	2.248	1.14651222113748e-6	2.027	7.16570138210925e-8	2.241	0.00469611405777912	2.019	1.83441955381997e-5	2.24	1.14651222113748e-6	2.093	7.16570138210925e-8	2.251	1.14651222113748e-6	2.184	1.14651222113748e-6	2023-08-21 plate_1	872210.5020458291	13955368.032733265	212.94201710103238	54513.15637786426	872210.5020458291	13955368.032733265	872210.5020458291	872210.5020458291	6.090846174792862e-7	1432002183301.7173	22912034932827.477	349609908.0326456	89500136456.35722	1432002183301.7173	22912034932827.477	1432002183301.7173	1432002183301.7173
2023-08-21 plate_2.csv	2023-08-21	Demengeot	plate_2	1.8391250000000001	0.07217921643876642	1.983483432877533	2.198	4.28225215480554e-7	2.131	4.28225215480554e-7	2.07	0.00175401048260835	2.067	0.00175401048260835	2.037	4.28225215480554e-7	2.399	1.09625655163022e-4	2.47	1.71290086192221e-6	2.627	6.85160344768886e-6	2023-08-21 plate_2	2335219.795214069	2335219.795214069	570.1220203159346	570.1220203159346	2335219.795214069	9121.952325054943	583804.9488035194	145951.23720087943	4.28225215480554e-7	5453251491959.639	5453251491959.639	1331360227.5292082	1331360227.5292082	5453251491959.639	21301763640.467308	1363312872989.9148	340828218247.4777
2023-08-21 plate_3.csv	2023-08-21	Demengeot	plate_3	1.67125	0.08777528125845001	1.8468005625169	1.911	6.49423736080295e-7	1.954	6.49423736080295e-7	2.242	0.0106401584919396	2.21	0.0106401584919396	1.9	6.49423736080295e-7	1.856	6.49423736080295e-7	1.988	6.65009905746222e-4	1.85	2.59769494432118e-6	2023-08-21 plate_3	1539826.687018966	1539826.687018966	93.98356244012201	93.98356244012201	1539826.687018966	1539826.687018966	1503.7369990419593	384956.6717547415	6.49423736080295e-7	2371066226055.8047	2371066226055.8047	144718397.5864132	144718397.5864132	2371066226055.8047	2371066226055.8047	2315494361.3826222	592766556513.9512
2023-08-21 plate_4.csv	2023-08-21	Demengeot	plate_4	2.109375	0.09681490071264862	2.3030048014252973	2.389	1.39002586181588e-7	2.36	5.56010344726352e-7	2.319	1.39002586181588e-7	2.321	3.55846620624865e-5	2.426	1.39002586181588e-7	2.308	1.39002586181588e-7	2.345	5.56010344726352e-7	2.451	2.22404137890541e-6	2023-08-21 plate_4	7194110.753404514	1798527.6883511285	7194110.753404514	28101.995130486404	7194110.753404514	7194110.753404514	1798527.6883511285	449631.9220877818	3.4750646545397e-7	20702091812900.188	5175522953225.047	20702091812900.188	80867546144.14142	20702091812900.188	20702091812900.188	5175522953225.047	1293880738306.2605
2023-08-21 plate_5.csv	2023-08-21	Demengeot	plate_5	1.758375	0.08487459236173937	1.9281241847234787	2.021	4.72540914111358e-7	2.051	4.72540914111358e-7	2.076	0.00774211033680048	2.191	0.00193552758420012	2.292	1.20970474012508e-4	2.014	4.72540914111358e-7	1.981	1.89016365644543e-6	1.951	4.72540914111358e-7	2023-08-21 plate_5	2116218.8715035627	2116218.8715035627	129.1637494814188	516.6549979256752	8266.479966810768	2116218.8715035627	529054.7178758912	2116218.8715035627	4.72540914111358e-7	4478382312107.8125	4478382312107.8125	273338764.16673696	1093355056.6669478	17493680906.671093	4478382312107.8125	1119595578026.9543	4478382312107.8125
2023-08-21 plate_6.csv	2023-08-21	Demengeot	plate_6	1.410375	0.05573902838868191	1.5218530567773638	1.581	1.07391126095908e-7	1.601	4.29564504383633e-7	1.529	4.3987405248884e-4	1.533	1.07391126095908e-7	1.76	1.71825801753453e-6	1.551	6.87303207013813e-6	1.572	4.29564504383633e-7	1.683	1.71825801753453e-6	2023-08-21 plate_6	9311756.346673636	2327939.0866684034	2273.3780143246136	9311756.346673636	581984.7716671015	145496.19291677518	2327939.0866684034	581984.7716671015	2.684778152397705e-7	34683522503926.63	8670880625981.636	8467656861.310195	34683522503926.63	2167720156495.4116	541930039123.8522	8670880625981.636	2167720156495.4116
2023-08-21 plate_7.csv	2023-08-21	Demengeot	plate_7	2.901375	0.22809016857374625	3.357555337147492	3.603	7.27578762334128e-6	3.417	7.27578762334128e-6	3.693	0.0298016261052059	3.411	0.0298016261052059	3.995	7.27578762334128e-6	3.722	7.27578762334128e-6	4.417	0.00745040652630147	4.077	0.00745040652630147	2023-08-21 plate_7	137442.16458324372	137442.16458324372	33.55521596270597	33.55521596270597	137442.16458324372	137442.16458324372	134.22086385082397	134.22086385082397	7.27578762334128e-6	18890348605.327457	18890348605.327457	4611901.514972522	4611901.514972522	18890348605.327457	18890348605.327457	18447606.0598901	18447606.0598901
2023-08-31 plate_1.csv	2023-08-31	Demengeot	plate_1	1.845625	0.08060651781516005	2.00683803563032	2.061	3.22080556121597e-7	2.205	1.28832222448639e-6	2.44	0.00527696783149625	2.113	8.05201390303993e-8	2.027	3.29810489468515e-4	2.009	8.05201390303993e-8	2.112	2.06131555917822e-5	2.026	3.22080556121597e-7	2023-08-31 plate_1	3104813.317642385	776203.3294105951	189.5027659693837	12419253.270569533	3032.0442555101445	12419253.270569533	48512.70808816229	3104813.317642385	8.052013903039935e-7	3855946294963.8013	963986573740.9489	235348284.604724	15423785179855.195	3765572553.6755905	15423785179855.195	60249160858.80942	3855946294963.8013
2023-08-31 plate_2.csv	2023-08-31	Demengeot	plate_2	1.54375	0.11565311434260149	1.775056228685203	2.527	7.20682234411256e-6	2.023	1.80170558602814e-6	2.174	0.0295191443214851	2.14	0.0295191443214851	1.993	1.80170558602814e-6	1.787	7.20682234411256e-6	1.809	2.88272893764503e-5	1.776	0.00184494652009282	2023-08-31 plate_2	138757.40961159198	555029.6384463679	33.87632070595501	33.87632070595501	555029.6384463679	138757.40961159198	34689.35240289792	542.0211312952798	4.50426396507035e-6	30805789955.39059	123223159821.56236	7520944.813327766	7520944.813327766	123223159821.56236	30805789955.39059	7701447488.847631	120335117.01324418
2023-08-31 plate_3.csv	2023-08-31	Demengeot	plate_3	2.004	0.11281843820936362	2.229636876418727	2.443	1.64602778816928e-6	2.466	1.64602778816928e-6	2.405	0.00674212982034138	2.362	0.00674212982034138	2.366	2.63364446107085e-5	2.259	1.64602778816928e-6	2.531	1.64602778816928e-6	2.409	1.64602778816928e-6	2023-08-31 plate_3	607523.1579852032	607523.1579852032	148.32108349248102	148.32108349248102	37970.19737407517	607523.1579852032	607523.1579852032	607523.1579852032	1.64602778816928e-6	369084387488.31415	369084387488.31415	90108493.03913906	90108493.03913906	23067774218.019615	369084387488.31415	369084387488.31415	369084387488.31415
2023-08-31 plate_4.csv	2023-08-31	Demengeot	plate_4	1.8725	0.0826023175046733	2.0377046350093466	2.33	1.8651528437704e-6	2.147	4.66288210942599e-7	2.093	1.1657205273565e-7	2.24	0.00763966604808355	2.055	4.66288210942599e-7	2.093	4.66288210942599e-7	2.251	4.66288210942599e-7	2.235	2.98424455003264e-5	2023-08-31 plate_4	536149.0900544663	2144596.3602178697	8578385.44087146	130.89577393907882	2144596.3602178697	2144596.3602178697	2144596.3602178697	33509.31812840414	1.1657205273564996e-6	459929354825.9716	1839717419303.8906	7358869677215.546	112287440.1430596	1839717419303.8906	1839717419303.8906	1839717419303.8906	28745584676.623226
2023-08-31 plate_5.csv	2023-08-31	Demengeot	plate_5	1.51925	0.08019217988236582	1.6796343597647316	1.747	4.92746405625547e-7	1.796	1.97098562250219e-6	1.746	0.00201828927744224	1.926	0.00807315710976896	1.758	3.1535769960035e-5	1.989	7.88394249000875e-6	1.685	4.92746405625547e-7	1.752	1.97098562250219e-6	2023-08-31 plate_5	2029441.490761336	507360.3726903334	495.46911395540434	123.86727848885108	31710.023293145878	126840.09317258351	2029441.490761336	507360.3726903334	1.2318660140638686e-6	1647453105769.436	411863276442.3585	402210230.9007412	100552557.7251853	25741454777.647438	102965819110.58975	1647453105769.436	411863276442.3585
2023-08-31 plate_6.csv	2023-08-31	Demengeot	plate_6	2.095625	0.08183596397672607	2.2592969279534523	2.34	5.32192994500417e-7	2.451	5.32192994500417e-7	2.372	0.00217986250547371	2.455	0.00871945002189483	2.269	1.33048248625104e-7	2.267	5.32192994500417e-7	2.468	5.32192994500417e-7	2.263	5.32192994500417e-7	2023-08-31 plate_6	1879017.5938687907	1879017.5938687907	458.74452975312226	114.6861324382807	7516070.375475176	1879017.5938687907	1879017.5938687907	1879017.5938687907	5.32192994500417e-7	3530707118068.4595	3530707118068.4595	861989042.4971817	215497260.62429565	14122828472273.861	3530707118068.4595	3530707118068.4595	3530707118068.4595
2023-08-31 plate_7.csv	2023-08-31	Demengeot	plate_7	1.8845	0.08547179986070597	2.055443599721412	2.158	1.34911283226103e-7	2.282	5.39645132904411e-7	2.081	0.00221038646437647	2.141	0.00055259661609411705	2.252	5.39645132904411e-7	2.096	1.34911283226103e-7	2.119	1.34911283226103e-7	2.073	1.34911283226103e-7	2023-08-31 plate_7	7412278.469874618	1853069.6174686581	452.40957457730855	1809.6382983092358	1853069.6174686581	7412278.469874618	7412278.469874618	7412278.469874618	3.37278208065257e-7	21976748845986.758	5494187211496.7	1341354299.68181	5365417198.727244	5494187211496.7	21976748845986.758	21976748845986.758	21976748845986.758
2023-08-31 plate_8.csv	2023-08-31	Demengeot	plate_8	2.39225	0.11433253505205151	2.620915070104103	2.743	6.21919068915254e-7	2.765	6.21919068915254e-7	2.725	0.00254738050627688	2.647	0.00254738050627688	2.893	1.59211281642305e-4	2.644	9.95070510264406e-6	2.722	6.21919068915254e-7	2.814	9.95070510264406e-6	2023-08-31 plate_8	1607926.2559744173	1607926.2559744173	392.5601210875043	392.5601210875043	6280.961937400069	100495.39099840111	1607926.2559744173	100495.39099840111	6.21919068915254e-7	2585426844651.907	2585426844651.907	631207725.7450947	631207725.7450947	10099323611.921515	161589177790.74426	2585426844651.907	161589177790.74426
2023-09-03 plate_1.csv	2023-09-03	Demengeot	plate_1	2.14675	0.10194361186459899	2.3506372237291977	2.365	5.45040913755315e-7	2.587	2.18016365502126e-6	2.378	0.0022324875827417702	2.496	0.0089299503309670809	2.355	5.45040913755315e-7	2.722	2.18016365502126e-6	2.383	5.45040913755315e-7	2.455	8.72065462008504e-6	2023-09-03 plate_1	1834724.6505038145	458681.1626259536	447.9308228769078	111.98270571922696	1834724.6505038145	458681.1626259536	1834724.6505038145	114670.2906564884	1.3626022843882874e-6	1346485817266.5376	336621454316.6344	328731888.9810883	82182972.24527207	1346485817266.5376	336621454316.6344	1346485817266.5376	84155363579.1586
2023-09-03 plate_2.csv	2023-09-03	Demengeot	plate_2	2.592875	0.18829569261441662	2.969466385228833	3.563	4.86956012941061e-6	3.223	1.21739003235265e-6	3.029	3.11651848282279e-4	3.661	0.0199457182900659	3.792	4.86956012941061e-6	3.67	4.86956012941061e-6	3.104	1.21739003235265e-6	3.38	1.94782405176424e-5	2023-09-03 plate_2	205357.35742543047	821429.4297017235	3208.7087097723515	50.13607359019288	205357.35742543047	205357.35742543047	821429.4297017235	51339.33935635772	3.04347508088163e-6	67474630798.00963	269898523192.03903	1054291106.2189006	16473298.534670284	67474630798.00963	67474630798.00963	269898523192.03903	16868657699.50244
2023-09-03 plate_3.csv	2023-09-03	Demengeot	plate_3	2.374625	0.13122819546772058	2.637081390935441	3.128	2.81065479525103e-6	2.775	7.02663698812758e-7	2.672	0.00287811051033706	2.645	0.00287811051033706	2.77	7.02663698812758e-7	2.653	7.02663698812758e-7	2.664	7.02663698812758e-7	2.724	1.79881906896066e-4	2023-09-03 plate_3	355788.9790271047	1423155.916108418	347.4501748311563	347.4501748311563	1423155.916108418	1423155.916108418	1423155.916108418	5559.202797298508	1.756659247031894e-6	202537276155.43924	810149104621.7565	197790308.74554577	197790308.74554577	810149104621.7565	810149104621.7565	810149104621.7565	3164644939.928736
2023-09-03 plate_4.csv	2023-09-03	Demengeot	plate_4	1.948	0.06432728814430161	2.076654576288603	2.172	4.58098219772884e-7	2.226	4.58098219772884e-7	2.123	7.32957151636614e-6	2.225	0.00187637030818973	2.142	4.58098219772884e-7	2.122	4.58098219772884e-7	2.232	1.14524554943221e-7	2.132	1.14524554943221e-7	2023-09-03 plate_4	2182937.9745151163	2182937.9745151163	136433.62340719486	532.9438414343554	2182937.9745151163	2182937.9745151163	8731751.898060465	8731751.898060465	4.58098219772884e-7	4765218200580.158	4765218200580.158	297826137536.2601	1163383349.751017	4765218200580.158	4765218200580.158	19060872802320.633	19060872802320.633
2023-09-03 plate_5.csv	2023-09-03	Demengeot	plate_5	1.6208749999999998	0.06741648272386469	1.7557079654477292	1.893	6.28418474306804e-7	2.156	2.51367389722722e-6	1.794	4.02187823556354e-5	2.217	0.0102960082830427	1.799	1.57104618576701e-7	1.83	1.57104618576701e-7	1.807	6.28418474306804e-7	1.756	1.00546955889089e-5	2023-09-03 plate_5	1591296.3111135142	397824.077778378	24864.004861148696	97.12501898886175	6365185.244454057	6365185.244454057	1591296.3111135142	99456.01944459429	1.5710461857670118e-6	1012889579905.3903	253222394976.34717	15826399686.021746	61821873.77352223	4051558319621.561	4051558319621.561	1012889579905.3903	63305598744.08666
2023-09-03 plate_6.csv	2023-09-03	Demengeot	plate_6	2.1315	0.07233849005098977	2.2761769801019796	2.287	2.63064178783793e-7	2.421	6.57660446959482e-8	2.555	0.00431004350519366	2.278	6.73444297686509e-5	2.476	4.20902686054068e-6	2.601	1.05225671513517e-6	2.375	1.05225671513517e-6	2.388	1.05225671513517e-6	2023-09-03 plate_6	3801353.7404569224	15205414.9618277	232.01621951031044	14849.038048659877	237584.6087785581	950338.4351142324	950338.4351142324	950338.4351142324	1.6441511173987059e-7	23120464416137.34	92481857664549.42	1411161158.211509	90314314125.53662	1445029026008.5864	5780116104034.346	5780116104034.346	5780116104034.346
2023-09-03 plate_7.csv	2023-09-03	Demengeot	plate_7	1.738375	0.071089355240932	1.880553710481864	1.882	4.42899961582144e-7	1.91	1.10724990395536e-7	1.997	4.53529560660115e-4	1.916	4.42899961582144e-7	2.2	4.53529560660115e-4	2.191	1.77159984632857e-6	1.885	4.42899961582144e-7	1.906	2.83455975412572e-5	2023-09-03 plate_7	2257846.2107509836	9031384.843003934	2204.9279401865097	2257846.2107509836	2204.9279401865097	564461.5526877478	2257846.2107509836	35278.84704298413	2.7681247598884e-7	8156591218244.119	32626364872976.477	7965421111.566531	8156591218244.119	7965421111.566531	2039147804561.0366	8156591218244.119	127446737785.06442
2023-09-07 plate_1.csv	2023-09-07	Demengeot	plate_1	1.936625	0.13008671558398485	2.1967984311679696	2.662	2.184561021248e-6	2.41	2.184561021248e-6	2.232	0.00894796194303182	2.344	0.00894796194303182	2.35	0.00223699048575795	2.229	5.59247621439489e-4	2.41	2.184561021248e-6	2.345	2.184561021248e-6	2023-09-07 plate_1	457757.8700130419	457757.8700130419	111.75729248365265	111.75729248365265	447.0291699346116	1788.1166797384417	457757.8700130419	457757.8700130419	2.184561021248e-6	209542267558.87695	209542267558.87695	51157780.16574137	51157780.16574137	204631120.66296595	818524482.6518617	209542267558.87695	209542267558.87695
2023-09-07 plate_2.csv	2023-09-07	Demengeot	plate_2	1.8935	0.06240879058960474	2.0183175811792093	2.132	1.5731210694497e-6	2.021	3.93280267362425e-7	2.093	1.00679748444781e-4	2.123	0.00644350390046597	2.041	6.2924842777988e-6	2.206	3.93280267362425e-7	2.193	1.5731210694497e-6	2.143	1.00679748444781e-4	2023-09-07 plate_2	635678.9820060156	2542715.9280240624	9932.484093843976	155.19506396631246	158919.7455015039	2542715.9280240624	635678.9820060156	9932.484093843976	9.832006684060626e-7	646540429062.7269	2586161716250.9077	10102194204.10509	157846784.43914238	161635107265.68173	2586161716250.9077	646540429062.7269	10102194204.10509
2023-09-07 plate_3.csv	2023-09-07	Demengeot	plate_3	2.20875	0.11216155440129337	2.4330731088025868	2.862	1.44491040721082e-6	2.601	3.61227601802704e-7	2.437	9.24742660614922e-5	2.495	0.00147958825698388	2.44	3.69897064245969e-4	2.522	3.61227601802704e-7	2.695	9.24742660614922e-5	2.515	2.3118566515373e-5	2023-09-07 plate_3	692084.4330620803	2768337.732248329	10813.81926659504	675.8637041621877	2703.454816648758	2768337.732248329	10813.81926659504	43255.27706638025	9.03069004506762e-7	766369379978.9783	3065477519915.922	11974521562.171574	748407597.6357208	2993630390.542891	3065477519915.922	11974521562.171574	47898086248.68639
2023-09-07 plate_4.csv	2023-09-07	Demengeot	plate_4	2.49375	0.08741322227541685	2.6685764445508338	2.774	6.10024617551679e-7	3.206	2.44009847020672e-6	3.042	0.00999464333396671	2.992	0.00999464333396671	2.689	2.44009847020672e-6	2.719	6.10024617551679e-7	3.011	6.10024617551679e-7	2.728	6.10024617551679e-7	2023-09-07 plate_4	1639278.1065352394	409819.5266338092	100.05359536958248	100.05359536958248	409819.5266338092	1639278.1065352394	1639278.1065352394	1639278.1065352394	1.5250615438791994e-6	1074893084226.3026	268723271056.57523	65606267.34779679	65606267.34779679	268723271056.57523	1074893084226.3026	1074893084226.3026	1074893084226.3026
2023-09-09 plate_1.csv	2023-09-09	Demengeot	plate_1	2.56625	0.08993608841838747	2.746122176836775	2.892	4.34678914751016e-7	2.84	4.34678914751016e-7	2.869	6.95486263601626e-6	2.778	4.45111208705041e-4	3.086	1.73871565900407e-6	2.808	4.34678914751016e-7	2.769	1.08669728687754e-7	2.823	1.08669728687754e-7	2023-09-09 plate_1	2300548.6718232003	2300548.6718232003	143784.29198894993	2246.6295623273413	575137.1679557981	2300548.6718232003	9202194.687292801	9202194.687292801	4.34678914751016e-7	5292524191427.491	5292524191427.491	330782761964.218	5168480655.690903	1323131047856.8682	5292524191427.491	21170096765709.965	21170096765709.965
2023-09-09 plate_2.csv	2023-09-09	Demengeot	plate_2	1.808	0.10969828752407343	2.027396575048147	2.258	1.6361222723725e-6	2.211	1.6361222723725e-6	2.059	4.1884730172736e-4	2.073	4.1884730172736e-4	2.238	1.6361222723725e-6	2.117	4.09030568093125e-7	2.123	0.00670155682763776	2.068	1.02257642023281e-7	2023-09-09 plate_2	611201.2634299789	611201.2634299789	2387.504935273355	2387.504935273355	611201.2634299789	2444805.0537199154	149.21905845458468	9779220.214879686	1.6361222723725e-6	373566984418.4024	373566984418.4024	1459246032.8843844	1459246032.8843844	373566984418.4024	1494267937673.6096	91202877.05527402	5977071750694.453
